0.165154088,0.189156671,0.164746193,0.166815705,0.331643513,0.384307636,0.330770134,0.335165507,0.868795663,0.836215737,0.572063675,0.627766814
0.164306524,0.186716593,0.168919931,0.172320275,0.329980713,0.379894349,0.339002469,0.346138519,0.873363622,0.880261854,0.539944757,0.593241091
0.167115529,0.188897667,0.175309768,0.172485429,0.335689886,0.385196806,0.351844338,0.346372832,0.87039977,0.848151343,0.534102005,0.57747618
0.163157759,0.187045458,0.183991343,0.181650026,0.32797734,0.38085665,0.369482036,0.364995497,0.886995452,0.815156164,0.560010696,0.57850088
0.161522769,0.18616322,0.18335353,0.179493495,0.325606259,0.378824447,0.369091346,0.361284466,0.808517108,0.75005917,0.61095974,0.62091929
0.169015156,0.19163853,0.16838803,0.174344145,0.340021455,0.390096965,0.339438101,0.351234423,0.794317474,0.625758253,0.555991896,0.55084625
0.18567447,0.192506633,0.181147047,0.179392031,0.372838292,0.392679871,0.365607756,0.362379093,0.731556186,0.670222623,0.632359103,0.622607507
0.165241063,0.189439178,0.188199024,0.183609289,0.331978494,0.38625393,0.379027115,0.370536937,0.772959809,0.652688162,0.625161708,0.601219523
0.165451122,0.189340138,0.179271109,0.177565086,0.332348544,0.386216708,0.360022226,0.356733439,0.749159827,0.60148226,0.555095135,0.523185277
0.166960842,0.187274337,0.191460435,0.188748378,0.335736573,0.381840576,0.384679847,0.379299378,0.670099551,0.48512464,0.674104128,0.620036962
0.16130052,0.187040036,0.202564578,0.192108352,0.32603908,0.380863216,0.408286342,0.387134242,0.744365808,0.608210453,0.548219823,0.473115528
0.165762332,0.192091199,0.21694986,0.202546354,0.334465939,0.390897145,0.437572291,0.408113725,0.628498763,0.511283268,0.625496487,0.443285239
0.192905619,0.205384889,0.263165716,0.199628634,0.387803421,0.416963202,0.533802868,0.404308181,0.550999885,0.460887179,0.458188268,0.629094059
0.166281342,0.193243282,0.247623037,0.209924555,0.334413462,0.392676668,0.499373689,0.423207027,0.679325598,0.492253373,0.435761498,0.452222786
0.179961827,0.203373089,0.256383857,0.209564335,0.361833925,0.414023115,0.514513312,0.420707761,0.670736787,0.626786983,0.437687071,0.48548664
0.154149319,0.197253857,0.27824665,0.227134123,0.310696745,0.402862402,0.558449687,0.456022367,0.530709112,0.528408085,0.624191089,0.498475273
0.158270241,0.192263384,0.290599174,0.252375435,0.319683013,0.394494943,0.583654866,0.506712799,0.462050137,0.666387805,0.656286449,0.615758511
0.160807064,0.201187344,0.304537789,0.25358449,0.324075611,0.415079622,0.612911256,0.512077623,0.465403014,0.771938193,0.571374682,0.600304013
0.306938078,0.36412286,1.202886397,0.487640772,0.618710647,0.744464963,2.444360216,1.05291905,0.645884449,0.775791204,0.56237759,0.622932761
0.391947223,0.433861631,0.052988227,0.744100148,0.790836428,0.888819722,6.887022374,1.622941557,0.619928236,0.814550819,0.523296242,0.675422339
0.090184514,0.09044152,0.180129231,0.123190498,0.1865893,0.200413052,0.163022006,0.364046163,0.625199911,0.840222397,0.591186286,0.65746783
0.345110396,0.355324131,0.203216717,0.398694055,0.696751617,0.72989705,0.484829294,0.926029248,0.544841944,0.882568458,0.729209472,0.603472524
0.211110006,0.223750788,0.203853486,0.216678419,0.433093303,0.46899348,0.630165904,0.718252334,0.697689006,0.8716296,0.800550048,0.735251503
0.166028769,0.174219745,0.206111213,0.183042226,0.348167915,0.369447157,0.627698824,0.797261065,0.658831012,0.818837972,0.861804659,0.781593602
