0.046111187,0.054708382,0.051810648,0.055532857,0.040538209,0.071951406,0.039925875,0.058972992,0.800898558,0.797388875,0.870746752,0.838428459
0.062758175,0.073929581,0.06286195,0.061420042,0.054461993,0.077649021,0.049004525,0.061654123,0.808738476,0.867779496,0.830713143,0.918325193
0.052164546,0.053789646,0.040880548,0.027253153,0.046587673,0.058499306,0.031735662,0.02728981,0.730433329,0.796735095,0.771938192,0.818956742
0.046646096,0.060049046,0.071484531,0.049552835,0.039970044,0.060632734,0.051922713,0.04528453,0.781690469,0.824957791,0.654441486,0.78895232
0.051299015,0.055711243,0.055029935,0.038276276,0.043095035,0.056477958,0.03959204,0.034703506,0.816305689,0.864177274,0.758976002,0.797960078
0.049138002,0.052415239,0.056061412,0.03995512,0.041312835,0.054058112,0.040326065,0.03623457,0.766560856,0.808819185,0.671555164,0.780538086
0.051265862,0.057542873,0.061393427,0.040045311,0.042887555,0.057839196,0.044263749,0.036341648,0.753888996,0.833755695,0.650876026,0.691664873
0.052952719,0.05803996,0.062360932,0.040563785,0.044043426,0.058039103,0.044949574,0.036796513,0.777616871,0.837319127,0.739497388,0.748097823
0.053665431,0.060779196,0.06408061,0.041196995,0.044506552,0.060006955,0.046176057,0.037352476,0.773726209,0.84236967,0.721503326,0.804626994
0.05253234,0.054463457,0.059608895,0.039196419,0.043712967,0.055336234,0.042943567,0.035507624,0.83170386,0.871724138,0.840481832,0.827188923
0.055325168,0.066193655,0.051470717,0.03546946,0.046032709,0.064044432,0.037134761,0.032101593,0.810216698,0.841237321,0.883633197,0.837556123
0.065386311,0.059919862,0.065801194,0.041557205,0.05464719,0.059481428,0.047683108,0.037738774,0.823857226,0.821570674,0.725010577,0.826398051
0.048045131,0.065646507,0.054320252,0.043073352,0.040323292,0.063701392,0.039286729,0.039126991,0.678576432,0.665466134,0.789575931,0.815084204
0.042544954,0.060606834,0.107047429,0.048146869,0.035541245,0.059966154,0.077626979,0.043712117,0.713747414,0.67085898,0.833747723,0.772865083
